chrom	type	start	end	name	locus_tag	old_locus_tag	RefSeq	product
1	gene	716823	717251	SAUSA300_RS03445	SAUSA300_RS03445	SAUSA300_0642	YP_499221.1	hypothetical protein
1	gene	717460	717966	SAUSA300_RS03450	SAUSA300_RS03450	SAUSA300_0643	YP_499222.1	GNAT family N-acetyltransferase
1	gene	718079	719002	graX	SAUSA300_RS03455	SAUSA300_0644	YP_499223.1	auxiliary protein GraX/ApsX
1	gene	719018	719692	graR	SAUSA300_RS03460	SAUSA300_0645	YP_499224.1	response regulator transcription factor GraR/ApsR
1	gene	719685	720725	graS	SAUSA300_RS03465	SAUSA300_0646	YP_499225.1	histidine kinase GraS/ApsS
1	gene	720869	721630	vraF	SAUSA300_RS03470	SAUSA300_0647	YP_499226.1	ABC transporter ATP-binding protein VraF
1	gene	721620	723509	vraG	SAUSA300_RS03475	SAUSA300_0648	YP_499227.1	ABC transporter permease VraG
1	gene	724234	724851	SAUSA300_RS03480	SAUSA300_RS03480	SAUSA300_0649	YP_499228.1	DUF47 domain-containing protein
1	gene	724867	725874	SAUSA300_RS03485	SAUSA300_RS03485	SAUSA300_0650	YP_499229.1	inorganic phosphate transporter
1	gene	726462	727259	SAUSA300_RS03490	SAUSA300_RS03490	SAUSA300_0651	YP_499230.1	LysM peptidoglycan-binding domain-containing protein
1	gene	727620	728264	SAUSA300_RS03495	SAUSA300_RS03495	SAUSA300_0652	YP_499231.1	Bax inhibitor-1 family protein
1	pseudogene	728961	731110	SAUSA300_RS03500	SAUSA300_RS03500	SAUSA300_0653	YP_499232.1	helix-turn-helix transcriptional regulator
1	gene	731256	731615	sarX	SAUSA300_RS03505	SAUSA300_0654	WP_001090984.1	HTH-type transcriptional regulator SarX
1	gene	731805	732521	SAUSA300_RS03510	SAUSA300_RS03510	SAUSA300_0655	YP_499234.1	YebC/PmpR family DNA-binding transcriptional regulator
1	gene	732521	732994	SAUSA300_RS03515	SAUSA300_RS03515	SAUSA300_0656	YP_499235.1	cupin domain-containing protein
1	gene	733086	733202	SAUSA300_RS03520	SAUSA300_RS03520		YP_499236.1	hypothetical protein
1	gene	733347	733991	SAUSA300_RS03525	SAUSA300_RS03525	SAUSA300_0657	YP_499237.1	DUF402 domain-containing protein
1	gene	734107	734973	SAUSA300_RS03530	SAUSA300_RS03530	SAUSA300_0658	YP_499238.1	LysR family transcriptional regulator
1	gene	735243	736463	SAUSA300_RS03540	SAUSA300_RS03540	SAUSA300_0659	YP_499240.1	sugar efflux transporter
1	gene	736460	736948	SAUSA300_RS03545	SAUSA300_RS03545	SAUSA300_0660	YP_499241.1	DUF456 domain-containing protein
1	gene	737047	737736	SAUSA300_RS03550	SAUSA300_RS03550	SAUSA300_0661	YP_499242.1	DUF1129 family protein
1	gene	737863	738306	SAUSA300_RS03555	SAUSA300_RS03555	SAUSA300_0662	YP_499243.1	GNAT family N-acetyltransferase
1	gene	738373	738768	SAUSA300_RS03560	SAUSA300_RS03560	SAUSA300_0663	YP_499244.1	hypothetical protein
1	gene	738906	739205	SAUSA300_RS03565	SAUSA300_RS03565	SAUSA300_0664	YP_499245.1	hypothetical protein
1	gene	739285	739827	SAUSA300_RS03570	SAUSA300_RS03570	SAUSA300_0665	YP_499246.1	GNAT family N-acetyltransferase
1	gene	739923	740489	SAUSA300_RS03575	SAUSA300_RS03575	SAUSA300_0666	YP_499247.1	TIGR00730 family Rossman fold protein
1	gene	740491	740949	SAUSA300_RS03580	SAUSA300_RS03580	SAUSA300_0667	YP_499248.1	YaiI/YqxD family protein
1	gene	740952	741635	SAUSA300_RS03585	SAUSA300_RS03585	SAUSA300_0668	YP_499249.1	hypothetical protein
1	gene	741807	742682	SAUSA300_RS03590	SAUSA300_RS03590	SAUSA300_0669	YP_499250.1	undecaprenyl-diphosphate phosphatase
1	gene	742895	744526	SAUSA300_RS03595	SAUSA300_RS03595	SAUSA300_0670	YP_499251.1	ABC transporter ATP-binding protein/permease
1	gene	744523	746196	SAUSA300_RS03600	SAUSA300_RS03600	SAUSA300_0671	YP_499252.1	amino acid ABC transporter ATP-binding/permease protein
1	gene	746323	746766	mgrA	SAUSA300_RS03605	SAUSA300_0672	YP_499253.1	HTH-type transcriptional regulator MgrA
1	gene	746993	747919	SAUSA300_RS03610	SAUSA300_RS03610	SAUSA300_0673	YP_499254.1	GTP-binding protein
1	gene	748022	748930	SAUSA300_RS03615	SAUSA300_RS03615	SAUSA300_0674	YP_499255.1	aldo/keto reductase family oxidoreductase
1	gene	748965	749252	SAUSA300_RS03620	SAUSA300_RS03620	SAUSA300_0675	YP_499256.1	hypothetical protein
1	gene	749535	751088	SAUSA300_RS03625	SAUSA300_RS03625	SAUSA300_0676	YP_499257.1	DASS family sodium-coupled anion symporter
1	gene	751174	752547	SAUSA300_RS03630	SAUSA300_RS03630	SAUSA300_0677	YP_499258.1	deoxyribodipyrimidine photo-lyase
1	gene	752702	752986	SAUSA300_RS03635	SAUSA300_RS03635		WP_000154460.1	hypothetical protein
1	gene	752983	753600	SAUSA300_RS03640	SAUSA300_RS03640	SAUSA300_0678	YP_499260.1	DUF1361 domain-containing protein
1	gene	753786	754208	SAUSA300_RS03645	SAUSA300_RS03645	SAUSA300_0679	YP_499261.1	DNA-binding protein
1	gene	754417	755583	norA	SAUSA300_RS03650	SAUSA300_0680	YP_499262.1	multidrug efflux MFS transporter NorA
1	gene	755876	756328	SAUSA300_RS03655	SAUSA300_RS03655	SAUSA300_0681	YP_499263.1	hypothetical protein
1	gene	756502	756984	ybaK	SAUSA300_RS03660	SAUSA300_0682	YP_499264.1	Cys-tRNA(Pro) deacylase
1	gene	757234	757998	SAUSA300_RS03665	SAUSA300_RS03665	SAUSA300_0683	YP_499265.1	DeoR/GlpR transcriptional regulator
1	gene	757995	758915	pfkB	SAUSA300_RS03670	SAUSA300_0684	YP_499266.1	1-phosphofructokinase
1	gene	758921	760879	SAUSA300_RS03675	SAUSA300_RS03675	SAUSA300_0685	YP_499267.1	PTS sugar transporter subunit IIA
1	gene	761187	762368	nagA	SAUSA300_RS03685	SAUSA300_0686	YP_499269.1	N-acetylglucosamine-6-phosphate deacetylase
1	gene	762589	763938	SAUSA300_RS03690	SAUSA300_RS03690	SAUSA300_0687	YP_499270.1	HlyC/CorC family transporter
1	gene	764160	764999	SAUSA300_RS03695	SAUSA300_RS03695	SAUSA300_0688	YP_499271.1	aldo/keto reductase
1	gene	765131	766114	csbB	SAUSA300_RS03700	SAUSA300_0689	YP_499272.1	lipoteichoic acid-specific glycosylation protein CsbB
1	gene	766186	767241	saeS	SAUSA300_RS03705	SAUSA300_0690	YP_499273.1	two-component system sensor histidine kinase SaeS
1	gene	767241	767927	SAUSA300_RS03710	SAUSA300_RS03710	SAUSA300_0691	YP_499274.1	response regulator transcription factor
1	gene	767902	768375	SAUSA300_RS03715	SAUSA300_RS03715	SAUSA300_0692	YP_499275.1	DoxX family protein
1	gene	768717	769157	SAUSA300_RS03720	SAUSA300_RS03720	SAUSA300_0693	YP_499276.1	DM13 domain-containing protein
1	gene	769437	770021	SAUSA300_RS03725	SAUSA300_RS03725	SAUSA300_0694	YP_499277.1	hypothetical protein
1	gene	770120	770833	queE	SAUSA300_RS03730	SAUSA300_0695	YP_499278.1	7-carboxy-7-deazaguanine synthase QueE
1	gene	770837	771256	queD	SAUSA300_RS03735	SAUSA300_0696	YP_499279.1	6-carboxytetrahydropterin synthase QueD
1	gene	771258	771926	queC	SAUSA300_RS03740	SAUSA300_0697	YP_499280.1	7-cyano-7-deazaguanine synthase QueC
1	gene	772277	772870	SAUSA300_RS03745	SAUSA300_RS03745	SAUSA300_0698	YP_499281.1	aminodeoxychorismate/anthranilate synthase component II
1	gene	772854	774005	SAUSA300_RS03750	SAUSA300_RS03750	SAUSA300_0699	YP_499282.1	anthranilate synthase component I family protein
1	gene	774005	774613	SAUSA300_RS03755	SAUSA300_RS03755	SAUSA300_0700	YP_499283.1	aminotransferase class IV
1	gene	774679	774885	SAUSA300_RS03760	SAUSA300_RS03760		YP_499284.1	hypothetical protein
1	gene	774973	775683	SAUSA300_RS03765	SAUSA300_RS03765	SAUSA300_0701	YP_499285.1	allophanate hydrolase subunit 1
1	gene	775667	776671	SAUSA300_RS03770	SAUSA300_RS03770	SAUSA300_0702	YP_499286.1	biotin-dependent carboxyltransferase family protein
1	gene	777145	779085	ltaS	SAUSA300_RS03775	SAUSA300_0703	YP_499287.1	polyglycerol-phosphate lipoteichoic acid synthase LtaS
1	gene	779356	781239	SAUSA300_RS03785	SAUSA300_RS03785	SAUSA300_0704	YP_499289.1	ABC-F family ATP-binding cassette domain-containing protein
1	gene	781251	783032	recQ	SAUSA300_RS03790	SAUSA300_0705	YP_499290.1	DNA helicase RecQ
1	gene	783254	784231	SAUSA300_RS03795	SAUSA300_RS03795	SAUSA300_0706	YP_499291.1	ABC transporter ATP-binding protein
1	gene	784224	785738	SAUSA300_RS03800	SAUSA300_RS03800	SAUSA300_0707	YP_499292.1	ABC transporter permease/substrate-binding protein
1	gene	785978	787036	hisC	SAUSA300_RS03805	SAUSA300_0708	YP_499293.1	histidinol-phosphate transaminase
1	gene	787387	787929	SAUSA300_RS03810	SAUSA300_RS03810	SAUSA300_0709	YP_499294.1	5'-3'-deoxyribonucleotidase
1	gene	788553	789470	SAUSA300_RS03815	SAUSA300_RS03815	SAUSA300_0711	YP_499296.1	diacylglycerol kinase family lipid kinase
1	gene	789561	789662	SAUSA300_RS03820	SAUSA300_RS03820		YP_499297.1	hypothetical protein
1	gene	789740	791245	SAUSA300_RS03825	SAUSA300_RS03825	SAUSA300_0712	YP_499298.1	peptide MFS transporter
1	gene	791586	792086	queF	SAUSA300_RS03830	SAUSA300_0713	YP_499299.1	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF
1	gene	792106	792972	SAUSA300_RS03835	SAUSA300_RS03835	SAUSA300_0714	WP_001594836.1	DMT family transporter
1	gene	793773	794171	nrdI	SAUSA300_RS03840	SAUSA300_0715	YP_499301.1	class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI
1	gene	794134	796239	nrdE	SAUSA300_RS03845	SAUSA300_0716	WP_000855513.1	class 1b ribonucleoside-diphosphate reductase subunit alpha
1	gene	796357	797328	nrdF	SAUSA300_RS03850	SAUSA300_0717	YP_499303.1	class 1b ribonucleoside-diphosphate reductase subunit beta
1	gene	797842	797997	SAUSA300_RS03860	SAUSA300_RS03860		YP_499305.1	hypothetical protein
1	gene	798036	799007	SAUSA300_RS03865	SAUSA300_RS03865	SAUSA300_0718	YP_499306.1	ABC transporter permease
1	gene	798994	799950	SAUSA300_RS03870	SAUSA300_RS03870	SAUSA300_0719	YP_499307.1	iron chelate uptake ABC transporter family permease subunit
1	gene	799947	800708	SAUSA300_RS03875	SAUSA300_RS03875	SAUSA300_0720	YP_499308.1	ABC transporter ATP-binding protein
1	gene	800827	801855	SAUSA300_RS03880	SAUSA300_RS03880	SAUSA300_0721	YP_499309.1	siderophore ABC transporter substrate-binding protein
1	gene	802172	802486	SAUSA300_RS03885	SAUSA300_RS03885		YP_499310.1	hypothetical protein
1	gene	802504	803427	SAUSA300_RS03890	SAUSA300_RS03890	SAUSA300_0722	YP_499311.1	UDP-N-acetylmuramate dehydrogenase
1	gene	803554	804072	SAUSA300_RS03895	SAUSA300_RS03895	SAUSA300_0723	YP_499312.1	GrpB family protein
1	gene	804192	805070	SAUSA300_RS03900	SAUSA300_RS03900	SAUSA300_0724	YP_499313.1	EMYY motif lipoprotein
1	gene	805224	805544	ytxJ	SAUSA300_RS03905	SAUSA300_0725	YP_499314.1	bacillithiol system redox-active protein YtxJ
1	gene	805969	807093	SAUSA300_RS03910	SAUSA300_RS03910	SAUSA300_0726	YP_499315.1	glycerate kinase
1	gene	807282	808508	pepT	SAUSA300_RS03915	SAUSA300_0727	YP_499316.1	peptidase T
1	gene	808522	809016	SAUSA300_RS03920	SAUSA300_RS03920	SAUSA300_0728	YP_499317.1	threonine/serine exporter family protein
1	gene	809034	809795	SAUSA300_RS03925	SAUSA300_RS03925	SAUSA300_0729	YP_499318.1	threonine/serine exporter ThrE family protein
1	gene	809991	811061	SAUSA300_RS03930	SAUSA300_RS03930	SAUSA300_0730	YP_499319.1	GGDEF domain-containing protein
1	gene	811379	812434	SAUSA300_RS03935	SAUSA300_RS03935	SAUSA300_0731	YP_499320.1	undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
1	gene	812604	813245	SAUSA300_RS03940	SAUSA300_RS03940	SAUSA300_0732	YP_499321.1	YigZ family protein
1	gene	813389	814255	fakB1	SAUSA300_RS03945	SAUSA300_0733	WP_000686350.1	fatty acid kinase binding subunit FakB1
1	gene	814619	815701	SAUSA300_RS03950	SAUSA300_RS03950	SAUSA300_0734	WP_011382223.1	DEAD/DEAH box helicase
1	gene	815694	816368	SAUSA300_RS03955	SAUSA300_RS03955	SAUSA300_0735	YP_499324.1	ComF family protein
1	gene	816429	817001	raiA	SAUSA300_RS03960	SAUSA300_0736	YP_499325.1	ribosome-associated translation inhibitor RaiA
1	gene	817415	819946	secA	SAUSA300_RS03965	SAUSA300_0737	YP_499326.1	preprotein translocase subunit SecA
1	gene	819988	820092	SAUSA300_RS03970	SAUSA300_RS03970		YP_499327.1	hypothetical protein
1	gene	820261	821371	prfB	SAUSA300_RS03975	SAUSA300_0738	WP_014667688.1	peptide chain release factor 2
1	gene	821525	821632	SAUSA300_RS03980	SAUSA300_RS03980		YP_499329.1	hypothetical protein
1	gene	821780	822619	SAUSA300_RS03985	SAUSA300_RS03985	SAUSA300_0739	YP_499330.1	CHAP domain-containing protein
1	gene	822793	823443	SAUSA300_RS03990	SAUSA300_RS03990	SAUSA300_0740	YP_499331.1	HD domain-containing protein
1	gene	823440	823676	SAUSA300_RS03995	SAUSA300_RS03995		YP_499332.1	CsbA family protein
1	gene	823945	825930	uvrB	SAUSA300_RS04000	SAUSA300_0741	WP_002473941.1	excinuclease ABC subunit UvrB
1	gene	825938	828784	uvrA	SAUSA300_RS04005	SAUSA300_0742	YP_499337.1	excinuclease ABC subunit UvrA
1	gene	829446	830378	SAUSA300_RS04010	SAUSA300_RS04010	SAUSA300_0743	YP_499338.1	HPr kinase/phosphorylase
1	gene	830384	831223	SAUSA300_RS04015	SAUSA300_RS04015	SAUSA300_0744	YP_499339.1	prolipoprotein diacylglyceryl transferase
1	gene	831231	831716	SAUSA300_RS04020	SAUSA300_RS04020	SAUSA300_0745	YP_499340.1	acetyltransferase
1	gene	831724	833163	SAUSA300_RS04025	SAUSA300_RS04025	SAUSA300_0746	YP_499341.1	tetratricopeptide repeat protein
1	gene	833230	834165	trxB	SAUSA300_RS04030	SAUSA300_0747	YP_499342.1	thioredoxin-disulfide reductase
1	gene	835045	835956	rapZ	SAUSA300_RS04040	SAUSA300_0748	YP_499344.2	RNase adapter RapZ
1	gene	835953	836948	SAUSA300_RS04045	SAUSA300_RS04045	SAUSA300_0749	YP_499345.1	YvcK family protein
1	gene	837058	838002	whiA	SAUSA300_RS04050	SAUSA300_0750	YP_499346.1	DNA-binding protein WhiA
1	gene	838576	839163	clpP	SAUSA300_RS04060	SAUSA300_0752	YP_499347.1	ATP-dependent Clp endopeptidase proteolytic subunit ClpP
1	gene	839406	840308	SAUSA300_RS04065	SAUSA300_RS04065	SAUSA300_0753	YP_499348.1	TIGR01777 family oxidoreductase
1	gene	841010	841639	SAUSA300_RS04070	SAUSA300_RS04070	SAUSA300_0754	YP_499349.1	DUF4887 domain-containing protein
1	gene	842281	843294	SAUSA300_RS04075	SAUSA300_RS04075	SAUSA300_0755	YP_499350.1	sugar-binding transcriptional regulator
1	gene	843347	844357	gap	SAUSA300_RS04080	SAUSA300_0756	YP_499351.1	type I glyceraldehyde-3-phosphate dehydrogenase
1	gene	844496	845686	SAUSA300_RS04085	SAUSA300_RS04085	SAUSA300_0757	YP_499352.1	phosphoglycerate kinase
1	gene	845808	846569	SAUSA300_RS04090	SAUSA300_RS04090	SAUSA300_0758	YP_499353.1	triose-phosphate isomerase
1	gene	846572	848089	SAUSA300_RS04095	SAUSA300_RS04095	SAUSA300_0759	YP_499354.1	2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase
1	gene	848219	849523	eno	SAUSA300_RS04100	SAUSA300_0760	WP_017466665.1	phosphopyruvate hydratase
1	gene	849863	850321	SAUSA300_RS04105	SAUSA300_RS04105	SAUSA300_0761	YP_499356.1	hypothetical protein
1	gene	850388	850621	secG	SAUSA300_RS04110	SAUSA300_0762	YP_499357.2	preprotein translocase subunit SecG
1	gene	850737	851477	SAUSA300_RS04115	SAUSA300_RS04115	SAUSA300_0763	YP_499358.1	alpha/beta fold hydrolase
1	gene	851511	853883	rnr	SAUSA300_RS04120	SAUSA300_0764	YP_499359.1	ribonuclease R
1	gene	853905	854369	smpB	SAUSA300_RS04125	SAUSA300_0765	YP_499360.1	SsrA-binding protein SmpB
1	gene	854460	854821	ssrA	SAUSA300_RS15205	SAUSA300_0766		
1	gene	855691	856014	SAUSA300_RS04135	SAUSA300_RS04135	SAUSA300_0767	YP_499362.1	hypothetical protein
1	pseudogene	856030	856283	SAUSA300_RS15935	SAUSA300_RS15935		WP_015728980.1	hypothetical protein
1	gene	856368	857096	SAUSA300_RS04145	SAUSA300_RS04145	SAUSA300_0769	YP_499364.1	DUF5067 domain-containing protein
1	gene	857532	857687	SAUSA300_RS04150	SAUSA300_RS04150		YP_499365.1	hypothetical protein
1	pseudogene	857695	858216	SAUSA300_RS04155	SAUSA300_RS04155	SAUSA300_0770	YP_499366.1	hypothetical protein
1	gene	858355	858885	SAUSA300_RS04160	SAUSA300_RS04160	SAUSA300_0771	YP_499367.1	N-acetyltransferase
1	gene	859148	861949	clfA	SAUSA300_RS04165	SAUSA300_0772	YP_499368.1	MSCRAMM family adhesin clumping factor ClfA
1	gene	862170	863696	vwb	SAUSA300_RS04170	SAUSA300_0773	WP_000791729.1	von Willebrand factor binding protein Vwb
1	gene	864047	865069	emp	SAUSA300_RS04175	SAUSA300_0774	YP_499371.1	extracellular matrix protein-binding adhesin Emp
1	gene	865404	865874	SAUSA300_RS04180	SAUSA300_RS04180	SAUSA300_0775	YP_499372.1	hypothetical protein
1	gene	866215	866901	SAUSA300_RS04185	SAUSA300_RS04185	SAUSA300_0776	YP_499373.1	thermonuclease family protein
1	gene	867258	867458	SAUSA300_RS04190	SAUSA300_RS04190	SAUSA300_0777	WP_001059082.1	cold-shock protein
1	gene	867954	868172	SAUSA300_RS04195	SAUSA300_RS04195	SAUSA300_0778	YP_499375.1	hypothetical protein
1	gene	868234	868518	SAUSA300_RS04200	SAUSA300_RS04200	SAUSA300_0779	YP_499376.1	hypothetical protein
1	gene	868606	869175	SAUSA300_RS04205	SAUSA300_RS04205	SAUSA300_0780	YP_499377.1	hypothetical protein
1	gene	869363	869551	SAUSA300_RS04210	SAUSA300_RS04210		YP_499378.1	hypothetical protein
1	gene	869580	869840	SAUSA300_RS04215	SAUSA300_RS04215		YP_499379.1	hypothetical protein
1	gene	870181	870384	SAUSA300_RS04220	SAUSA300_RS04220	SAUSA300_0782	YP_499380.1	sterile alpha motif-like domain-containing protein
1	gene	870381	870617	SAUSA300_RS04225	SAUSA300_RS04225	SAUSA300_0781	YP_499381.1	hypothetical protein
1	gene	870842	871423	SAUSA300_RS04230	SAUSA300_RS04230	SAUSA300_0783	WP_001140698.1	histidine phosphatase family protein
1	gene	871496	872113	SAUSA300_RS04235	SAUSA300_RS04235	SAUSA300_0784	YP_499383.1	amino acid transporter
1	gene	872268	872762	SAUSA300_RS04240	SAUSA300_RS04240	SAUSA300_0785	YP_499384.1	GNAT family N-acetyltransferase
1	gene	873161	873583	SAUSA300_RS04245	SAUSA300_RS04245	SAUSA300_0786	YP_499385.1	organic hydroperoxide resistance protein
1	gene	873731	874447	SAUSA300_RS04250	SAUSA300_RS04250	SAUSA300_0787	YP_499386.1	type I 3-dehydroquinate dehydratase
1	gene	874530	875069	SAUSA300_RS04255	SAUSA300_RS04255	SAUSA300_0788	YP_499387.1	nitroreductase
1	gene	875219	875539	SAUSA300_RS04260	SAUSA300_RS04260	SAUSA300_0789	YP_499388.1	thioredoxin family protein
1	gene	875683	876039	SAUSA300_RS04265	SAUSA300_RS04265	SAUSA300_0790	YP_499389.1	arsenate reductase family protein
1	gene	876197	876577	gcvH	SAUSA300_RS04270	SAUSA300_0791	WP_001831963.1	glycine cleavage system protein GcvH
1	gene	876756	877634	SAUSA300_RS04280	SAUSA300_RS04280	SAUSA300_0793	YP_499392.1	DUF1963 domain-containing protein
1	gene	878376	878762	SAUSA300_RS04290	SAUSA300_RS04290	SAUSA300_0794	YP_499394.1	toprim domain-containing protein
1	gene	878755	879051	SAUSA300_RS04295	SAUSA300_RS04295	SAUSA300_0795	YP_499395.1	thioredoxin family protein
1	gene	879301	880326	SAUSA300_RS04300	SAUSA300_RS04300	SAUSA300_0796	YP_499396.1	methionine ABC transporter ATP-binding protein
1	gene	880319	881014	SAUSA300_RS04305	SAUSA300_RS04305	SAUSA300_0797	YP_499397.1	ABC transporter permease
1	gene	881032	881853	SAUSA300_RS04310	SAUSA300_RS04310	SAUSA300_0798	YP_499398.1	MetQ/NlpA family ABC transporter substrate-binding protein
1	gene	881996	883216	SAUSA300_RS04315	SAUSA300_RS04315	SAUSA300_0799	WP_000264629.1	site-specific integrase
1	gene	883304	884032	sek	SAUSA300_RS04320	SAUSA300_0800	WP_000733775.1	staphylococcal enterotoxin type K
1	gene	884056	884784	seq	SAUSA300_RS04325	SAUSA300_0801	WP_001033317.1	staphylococcal enterotoxin type Q
1	gene	884801	885259	SAUSA300_RS04330	SAUSA300_RS04330	SAUSA300_0802	WP_000281659.1	ImmA/IrrE family metallo-endopeptidase
1	gene	885271	885603	SAUSA300_RS04335	SAUSA300_RS04335	SAUSA300_0803	WP_016170686.1	helix-turn-helix transcriptional regulator
1	gene	885796	886059	SAUSA300_RS04340	SAUSA300_RS04340	SAUSA300_0804	WP_000243849.1	helix-turn-helix transcriptional regulator
1	gene	886052	886324	SAUSA300_RS04345	SAUSA300_RS04345	SAUSA300_0805	WP_002459646.1	winged helix-turn-helix domain-containing protein
1	gene	886336	886509	SAUSA300_RS15215	SAUSA300_RS15215		WP_000784884.1	hypothetical protein
1	gene	886476	886679	SAUSA300_RS04350	SAUSA300_RS04350	SAUSA300_0806	WP_001231389.1	hypothetical protein
1	gene	886681	887064	SAUSA300_RS04355	SAUSA300_RS04355	SAUSA300_0807	WP_000403836.1	hypothetical protein
1	gene	887065	887313	SAUSA300_RS04360	SAUSA300_RS04360	SAUSA300_0808	WP_001103960.1	DUF1474 family protein
1	gene	887405	889777	SAUSA300_RS04365	SAUSA300_RS04365	SAUSA300_0809	WP_000985232.1	primase
1	gene	890448	890792	SAUSA300_RS04370	SAUSA300_RS04370	SAUSA300_0810	WP_001081424.1	hypothetical protein
1	gene	891017	891223	SAUSA300_RS04375	SAUSA300_RS04375	SAUSA300_0811	WP_000884056.1	hypothetical protein
1	gene	891210	892268	SAUSA300_RS04380	SAUSA300_RS04380	SAUSA300_0812	WP_000657540.1	phage capsid protein
1	gene	892452	892943	SAUSA300_RS04385	SAUSA300_RS04385	SAUSA300_0813	WP_000253084.1	hypothetical protein
1	pseudogene	892943	893095	SAUSA300_RS15225	SAUSA300_RS15225		YP_500733.1	terminase small subunit
1	gene	893372	894340	SAUSA300_RS04390	SAUSA300_RS04390	SAUSA300_0814	WP_000801982.1	Abi family protein
1	gene	894575	895129	SAUSA300_RS04395	SAUSA300_RS04395	SAUSA300_0815	WP_001661460.1	DUF4888 domain-containing protein
1	gene	896163	896357	SAUSA300_RS04400	SAUSA300_RS04400	SAUSA300_0816	YP_499399.1	CsbD family protein
1	gene	896590	897441	SAUSA300_RS04405	SAUSA300_RS04405	SAUSA300_0817	YP_499400.1	DUF368 domain-containing protein
1	gene	897769	898530	sufC	SAUSA300_RS04410	SAUSA300_0818	YP_499401.1	Fe-S cluster assembly ATPase SufC
1	gene	898628	899935	sufD	SAUSA300_RS04415	SAUSA300_0819	YP_499402.1	Fe-S cluster assembly protein SufD
1	gene	900041	901291	SAUSA300_RS04420	SAUSA300_RS04420	SAUSA300_0820	YP_499403.1	cysteine desulfurase
1	gene	901281	901745	SAUSA300_RS04425	SAUSA300_RS04425	SAUSA300_0821	YP_499404.1	SUF system NifU family Fe-S cluster assembly protein
1	gene	901896	903293	sufB	SAUSA300_RS04430	SAUSA300_0822	WP_019469760.1	Fe-S cluster assembly protein SufB
1	gene	903480	903617	SAUSA300_RS04435	SAUSA300_RS04435		YP_499406.1	chorismate mutase
1	gene	903623	903937	SAUSA300_RS04440	SAUSA300_RS04440	SAUSA300_0823	YP_499407.1	hypothetical protein
1	gene	904302	905342	SAUSA300_RS04445	SAUSA300_RS04445	SAUSA300_0824	YP_499408.1	HlyC/CorC family transporter
1	gene	905356	906423	SAUSA300_RS04450	SAUSA300_RS04450	SAUSA300_0825	YP_499409.1	nitronate monooxygenase
1	gene	906490	906588	SAUSA300_RS04455	SAUSA300_RS04455		YP_499410.1	hypothetical protein
1	gene	906636	907484	SAUSA300_RS04460	SAUSA300_RS04460	SAUSA300_0826	YP_499411.1	DUF72 domain-containing protein
1	gene	907497	908324	SAUSA300_RS04465	SAUSA300_RS04465	SAUSA300_0827	YP_499412.1	sulfite exporter TauE/SafE family protein
1	gene	908351	909670	SAUSA300_RS04470	SAUSA300_RS04470	SAUSA300_0828	YP_499413.1	bifunctional metallophosphatase/5'-nucleotidase
1	gene	909754	910671	lipA	SAUSA300_RS04475	SAUSA300_0829	YP_499414.1	lipoyl synthase
1	gene	910801	911184	SAUSA300_RS04480	SAUSA300_RS04480	SAUSA300_0830	YP_499415.1	YutD family protein
1	gene	911263	911529	SAUSA300_RS04485	SAUSA300_RS04485	SAUSA300_0831	YP_499416.1	DUF3055 domain-containing protein
1	gene	911627	912061	SAUSA300_RS04490	SAUSA300_RS04490	SAUSA300_0832	YP_499417.1	DUF86 domain-containing protein
1	gene	912061	912840	SAUSA300_RS04495	SAUSA300_RS04495	SAUSA300_0833	YP_499418.1	TIGR01457 family HAD-type hydrolase
1	gene	912873	913832	SAUSA300_RS04500	SAUSA300_RS04500	SAUSA300_0834	WP_000239136.1	D-glycerate dehydrogenase
1	gene	914086	914196	SAUSA300_RS04505	SAUSA300_RS04505		YP_499420.1	hypothetical protein
1	gene	914244	914396	SAUSA300_RS04510	SAUSA300_RS04510		YP_499421.2	teichoic acid D-Ala incorporation-associated protein DltX
1	gene	914412	915869	dltA	SAUSA300_RS04515	SAUSA300_0835	YP_499422.1	D-alanine--poly(phosphoribitol) ligase subunit DltA
1	gene	915866	917080	dltB	SAUSA300_RS04520	SAUSA300_0836	YP_499423.1	PG:teichoic acid D-alanyltransferase DltB
1	gene	917098	917334	dltC	SAUSA300_RS04525	SAUSA300_0837	WP_002433359.1	D-alanine--poly(phosphoribitol) ligase subunit 2
1	gene	917331	918506	dltD	SAUSA300_RS04530	SAUSA300_0838	YP_499425.1	D-alanyl-lipoteichoic acid biosynthesis protein DltD
1	gene	918769	919011	SAUSA300_RS04535	SAUSA300_RS04535	SAUSA300_0839	YP_499426.1	NifU family protein
1	gene	919112	919435	SAUSA300_RS04540	SAUSA300_RS04540	SAUSA300_0840	YP_499427.1	YuzD family protein
1	gene	919494	920558	SAUSA300_RS04545	SAUSA300_RS04545	SAUSA300_0841	YP_499428.1	NAD(P)/FAD-dependent oxidoreductase
1	gene	920875	921111	SAUSA300_RS04550	SAUSA300_RS04550	SAUSA300_0842	YP_499429.1	YuzB family protein
1	gene	921124	921483	SAUSA300_RS04555	SAUSA300_RS04555	SAUSA300_0843	YP_499430.1	iron-sulfur cluster assembly accessory protein
